Project;Id;DeadlineDate;Status;tags;keywords
b'fighting organised property crime';b'ISFP-2019-AG-OPC';b'2020/02/12';b'Forthcoming';"b""['organised crime', 'property crime']""";b''
b'Protection';b'ISFP-2019-AG-PROTECT';b'2019/11/28';b'Open';"b""['explosive', 'Soft target', 'public spaces', 'CBRN']""";b''
b'Supporting Initiatives in the Field of Drugs Policy';b'JUST-2019-AG-DRUGS';b'2020/01/29';b'Open';"b""['drugs policy', 'drugs', 'online trade of drugs', 'new psychoactive substances', 'drug']""";b''
b'Next generation and realisation of battery packs for BEV and PHEV';b'LC-BAT-10-2020';b'2020/04/21';b'Forthcoming';"b""['electrification', 'BMS', 'battery packs', 'electric car']""";"b""['Electric Propulsion', 'Sustainable transport', 'Electrochemistry, batteries and fuel cells']"""
b'Reducing the cost of large batteries for waterborne transport';b'LC-BAT-11-2020';b'2020/04/21';b'Forthcoming';"b""['batteries for waterborne', 'electrification', 'electric boat', 'battery systems']""";"b""['Electric Propulsion', 'Electrochemistry, batteries and fuel cells', 'Sustainable transport']"""
b'Novel methodologies for autonomous discovery of advanced battery chemistries';b'LC-BAT-12-2020';b'2020/01/16';b'Open';b'';b''
b'Sensing functionalities for smart battery cell chemistries';b'LC-BAT-13-2020';b'2020/01/16';b'Open';b'';b''
b'Self-healing functionalities for long lasting battery cell chemistries';b'LC-BAT-14-2020';b'2020/01/16';b'Open';b'';b''
b'Coordinate and support the large scale research initiative on Future Battery Technologies';b'LC-BAT-15-2020';b'2020/01/16';b'Open';b'';b''
b'Next-generation batteries for stationary energy storage';b'LC-BAT-8-2020';b'2020/04/21';b'Forthcoming';"b""['battery, batteries, stationary, energy storage']""";"b""['Energy storage']"""
b'Hybridisation of battery systems for stationary energy storage';b'LC-BAT-9-2020';b'2020/04/21';b'Forthcoming';"b""['battery, batteries, stationary, energy storage']""";"b""['Energy storage']"""
b'Scientific support to designing mitigation pathways and policies';b'LC-CLA-10-2020';b'2020/02/13';b'Forthcoming';"b""['pathways', 'climate policy', 'Paris Agreement', 'adaptation', 'health', 'modelling', 'Climate change mitigation', 'emitters', 'climate change', 'consumers', 'climate goals', 'household', 'consumption patterns', 'competitiveness', 'productivity', 'bunker fuels', 'energy- land-use nexus', 'climate governance', 'climate action', 'low-carbon investment', 'mitigation pathways', 'mitigation goals', 'energy policy', 'innovation policy', 'demand-side measures', 'lifestyle', 'citizen science', 'mitigation', 'global warming', 'innovation process', 'investment decisions', 'NDCs', 'climate science', 'lifestyle change', 'climate impact', 'citizen engagement', 'data', 'Nationally Determined Contributions', 'low-carbon', 'climate targets', 'decarbonisation pathways', 'land-use nexus', 'technology development', 'Sustainable Development Goals', 'food', 'Global Stocktake', 'decarbonisation', 'IPCC', 'low-carbon consumption', 'eco villages', 'macro-economic', 'employment', 'carbon neutrality', 'mitigation action', 'rebound effect', 'business', 'socio-technical transition']""";"b""['Low-Carbon economy', 'Low/zero carbon communities', 'Climatic research', 'Microeconomics, behavioural economics', 'Behavioural sciences', 'Gender in environmental sciences', 'Social innovation', 'Innovation', 'Environmental change and society', 'Behavioural change campaigns', 'Sociology', 'Environmental sciences', 'Decarbonisation', 'Climatology and climate change']"""
b'Innovative nature-based solutions for carbon neutral cities and improved air quality';b'LC-CLA-11-2020';b'2020/02/13';b'Forthcoming';"b""['mobility', 'jobs', 'interdisciplinary approach', 'transition pathways', 'health', 'SDGs', 'EU Biodiversity Strategy', 'Urban Agenda', 'monitoring', 'geo-localisation', 'Copernicus', 'citizen observatories', 'NBS', 'standards', 'carbon storage', 'Global Covenant of Mayors', 'observatories', 'GEOSS', 'Sustainable Development Goals', 'infrastructure', 'behavioural economics', 'storm water', 'carbon concentration', 'resilience', 'gender', 'emissions', 'cities', 'communication', 'water', 'air pollution', 'nature-based solutions', 'climate change', 'data science', 'pollutants', 'biodiversity', 'soils', 'Galileo', 'investment', 'citizen science', 'atmosphere', 'Clean Air Programme', 'EGNOS', 'sustainability', 're-naturing cities', 'ecosystems', 'mitigation', 'satellite navigation', 'pollution', 'governance', 'Climate change mitigation', 'regeneration', 'carbon sequestration', 'Business models', 'air', 'Air quality', 'humanities', 'air quality', 'air pollutants', 'restoration', 'greenhouse gases', 'allergy', 'GHG', 'modelling']""";"b""['S1 - Atmosphere monitoring (Copernicus service)', 'Spatial development and architecture, land use, re', 'Microeconomics, behavioural economics', 'Global Satellite Navigation System (GNSS) / Servic', 'Environment, resources and sustainability', 'Low/zero carbon communities', 'Climate change adaptation', 'Urban studies (Planning and development)', 'Social sciences, interdisciplinary', 'Ecology', 'S4 - Climate change monitoring (Copernicus service', 'Political systems and institutions, governance', 'Sociology', 'Public and environmental health', 'Big data', 'Gender in urban planning and development', 'Natural resources and environmental economics']"""
b'Advancing climate services';b'LC-CLA-12-2020';b'2020/02/13';b'Forthcoming';"b""['climate', 'climate change', 'cyclone', 'sea level rise', 'Artificial Intelligence', 'heat wave', 'adaptive capacity', 'socio-economic analysis', 'adaptation response', 'society', 'adaptation', 'adaptation measures', 'risks', 'Environment', 'mapping', 'adaptation strategies', 'population displacement', 'Paris Agreement', 'localisation', 'resilience', 'prediction', 'Copernicus', 'coastal infrastructure', 'low-probability high-impact scenarios', 'inundation', 'overshooting', 'infrastructure', 'ecosystem', 'climate services', 'sea-level', 'climate system', 'observation', 'early warning systems']""";"b""['Climate change adaptation', 'Climatology and climate change', 'Artificial intelligence, intelligent systems, mult', 'Meteorology and atmospheric sciences', 'Coastal Adaptation', 'Earth and related environmental sciences', 'Computer sciences, information science and bioinfo', 'Geosciences, multidisciplinary', 'Climatic research']"""
b'Climate resilience of European coastal cities and settlements';b'LC-CLA-13-2020';b'2020/02/13';b'Forthcoming';"b""['Habitats Directive', 'security', 'effects', 'water', 'erosion', 'adaptation measures', 'lock-in effect', 'Biodiversity Strategy', 'mapping', 'uncertainty', 'Water Framework Directive', 'ecosystem', 'coastline', 'integrated coastal zone management', 'sustainable finance', 'coastal disaster', 'prediction', 'sea level', 'governance', 'cities', 'food', 'vulnerabilities', 'adaptation', 'ecosystem services', 'climate resilience', 'land use', 'sea-level', 'climate change', 'monitoring', 'Flood Directive', 'settlements', 'water supply', 'ICZM', 'water level', 'climate', 'storm', 'sea-level rise', 'Climate change mitigation', 'resilience', 'multi-hazard assessment', 'coastal settlement', 'public-private cooperation', 'landscape planning', 'adaptation pathways', 'energy', 'Natura Directive', 'front-runner cities', 'follower cities', 'innovation', 'engineering', 'spatial management', 'engineers', 'ecosystem-based', 'floods', 'cost-effectiveness']""";"b""['Waterworks and coastal engineering', 'Coastal ecosystems', 'Flood forecasting', 'Risks and vulnerabilities assessment', 'Integrated coastal zone management', 'Climate change adaptation', 'Environmental sciences', 'Coastal And Environmental Protection', 'Ecosystem-Based Approach', 'Environmental monitoring systems', 'Sustainable design (for recycling, for environment', 'Environmental Monitoring, Safety & Emergency Respo', 'Climatic research']"""
b'Understanding climate-water-energy-food nexus and streamlining water-related policies';b'LC-CLA-14-2020';b'2020/02/13';b'Forthcoming';"b""['water', 'water diplomacy', 'climate change', 'agriculture', 'climate', 'climate-water-energy-food nexus', 'ground water', 'energy', 'drought risk', 'water quality', 'food production', 'food sector', 'vulnerability', 'governance', 'water-related policy', 'citizens', 'security', 'water resources management', 'energy extraction', 'water scarcity', 'energy production', 'nexus', 'extreme events', 'carbon accounts', 'infrastructure', 'conflict', 'sustainability', 'food security', 'land-use', 'mitigation', 'carbon emissions', 'CAP', 'conservation', 'biodiversity', 'resilience', 'ecosystem', 'innovation', 'drinking water', 'energy efficiency', 'behavioural change', 'wellbeing', 'water usage', 'energy usage', 'energy sector', 'climate policy', 'safety', 'soils', 'Renewable Energy Directive', 'food', 'energy security', 'gender', 'biofuels', 'water availability', 'water bodies', 'water management', 'poverty reduction', 'population', 'hydropower', 'monitoring', 'governance regime', 'data infrastructure']""";"b""['Energy efficiency - general', 'Environment, resources and sustainability', 'Behavioural change', 'Food and beverages', 'Integrated management of water', 'Environmental sciences', 'Water resources', 'Water supply', 'Energy, fuels and petroleum engineering', 'Natural resources and environmental economics', 'Spatial development and architecture, land use, re', 'Environmental sciences (social aspects)', 'Innovation', 'International cooperation', 'Gender in environmental sciences', 'Energy efficient industry', 'Climatic research', 'Ecosystem management', 'Sustainable energy policy', 'Environmental change and society', 'Agriculture, Forestry, and Fisheries', 'Environmental impact assessment', 'Natural resources exploration and exploitation', 'Water economics', 'Earth and related environmental sciences', 'Water policy', 'Political systems and institutions, governance', 'Conflict resolution']"""
b'Forest Fires risk reduction: towards an integrated fire management approach in the E.U.';b'LC-CLA-15-2020';b'2020/02/13';b'Forthcoming';"b""['hazard', 'international cooperation', 'carbon', 'biodiversity', 'Eastern European', 'gender', 'energy policy', 'post-fire restoration', 'incident management', 'Northern European', 'land management', 'disaster-resilience', 'well-being', 'habitat', 'innovation', 'governance', 'Copernicus Emergency Service', 'air quality', 'fire ecology', 'landscape', 'water science', 'forestry', 'land owner', 'forest sector', 'land use', 'resilience', 'LIFE', 'United States', 'ignition', 'vulnerability', 'forest fires', 'housing safety', 'firefighting', 'bio-economy', 'wildfire', 'fuel patterns', 'Mediterranean Europe', 'adaptation', 'greenhouse gas emissions', 'storm', 'water quality', 'fire-prone area', 'debris flow', 'wildfire events', 'rural-urban interface', 'wildfire management', 'landscape restoration', 'nitrogen stock', 'Canada', 'fire detection', 'fire management', 'South Africa', 'fire suppression', 'landslide', 'climate change', 'flood', 'forest management', 'vegetation', 'Civil Protection', 'soil', 'Central European', 'forest', 'ecosystem services', 'mega-fire', 'weather conditions', 'fire prevention', 'EU Forest Strategy', 'Australia', 'economics', 'climate', 'Copernicus', 'heatwave', 'conservation', 'plant species', 'nature-based solutions']""";"b""['Forest management planning', 'Biological sciences', 'Risks and vulnerabilities assessment', 'Forest biodiversity', 'Soil science', 'Economics and Business', 'Environmental sciences (social aspects)', 'Gender in environmental sciences', 'Forest adaptation to climate change', 'Hydrology (Water science)', 'Behavioural sciences', 'Environmental sciences', 'Spatial development and architecture, land use, re', 'Earth and related environmental sciences', 'International cooperation', 'Forest ecosystem services', 'S5 - Emergency response (Copernicus service)', 'Climatic research', 'Forestry', 'Biodiversity conservation', 'Demography', 'Climate change adaptation']"""
